Ship,Date,country,shiptype,captain_name
dyddyh,26-09-1985,Norway,Crude Oil Tanker,Barnard’s Star
hpimon,03-02-1696,United States (USA),LNG Tanker,Alshain
xvknxn,24-12-1924,Brazil,Bulk Carrier,Xamidimura
seinau,20-11-1750,Norway,Bulk Carrier,Titawin
quewqk,24-06-1870,Portugal,Crude Oil Tanker,Fuyue
mavwhy,08-12-1582,Japan,Container Ship,Giausar
fvfhwn,01-08-1988,Egypt,LNG Tanker,Fomalhaut
isosud,07-06-1965,Chile,Crude Oil Tanker,Veritate
ehlytc,26-12-1648,Japan,Bulk Carrier,Grumium
zpqycs,08-07-1941,Norway,Container Ship,Suhail
vvtagj,01-09-1778,Italy,Container Ship,Phecda
aheuzs,02-06-1918,Argentina,Bulk Carrier,Alpheratz
ywknbw,04-05-1978,Spain,Bulk Carrier,Pherkad
fonzci,04-04-1912,Canada,Bulk Carrier,Mahasim
rytapw,07-07-1915,Poland,Crude Oil Tanker,Eltanin
qfhaeq,03-02-1915,Sweden,Crude Oil Tanker,Bharani
xzviwo,20-12-1524,Japan,Bulk Carrier,Mothallah
zllnrq,29-05-1695,Greece,LNG Tanker,Alsafi
nfijhd,20-01-1719,United States (USA),Crude Oil Tanker,Menkalinan
ipbvzs,26-03-1530,Italy,Bulk Carrier,Secunda Hyadum
mujauy,30-10-1829,New Zealand,Container Ship,Altais
ibcfmg,07-01-1578,Croatia,Bulk Carrier,Zubenelgenubi
zewfkb,02-01-1787,Italy,Container Ship,Nembus
qzmysh,26-02-1512,France,LNG Tanker,Errai
igneav,21-10-1733,Spain,Container Ship,Cursa
nukser,08-10-1726,Turkey,Crude Oil Tanker,Wazn
nkzuiv,02-09-1520,Japan,Crude Oil Tanker,Taygeta
nuxvez,17-10-1869,United Kingdom (UK),LNG Tanker,Atik
unafxa,20-05-1564,Egypt,LNG Tanker,Alphard
okswrx,31-03-1934,Japan,Bulk Carrier,Toliman
wyeqwc,22-10-1844,Argentina,Container Ship,Acamar
lrjgpj,11-12-1517,Italy,Crude Oil Tanker,Secunda Hyadum
qcspdy,19-01-1804,Dominican Rep,Container Ship,Ginan
gdzijt,11-03-1962,Norway,Container Ship,Thuban
ddibtn,16-10-1705,St Vincent & Grenadines,Bulk Carrier,Albireo
lescsk,10-01-1722,Iceland,Bulk Carrier,Spica
zvrflf,02-11-1933,Croatia,Bulk Carrier,Musica
qmozbg,06-08-1841,Canada,Crude Oil Tanker,Elgafar
xjqltq,24-10-1678,Haiti,LNG Tanker,Schedar
depjrz,27-09-1841,Canada,Bulk Carrier,Titawin
yutydk,14-12-1646,Sweden,Bulk Carrier,Miaplacidus
xshvtm,23-01-1726,Norway,Crude Oil Tanker,Wasat
mkgguq,04-07-1731,India,Bulk Carrier,Megrez
xunqom,04-03-1839,Australia,Crude Oil Tanker,Aljanah
nbpqnu,19-05-1505,Russia,LNG Tanker,Matar
okkdcp,29-05-1871,United Kingdom (UK),Container Ship,Acrab
hbsepr,18-04-1694,Nicaragua,Bulk Carrier,Fulu
ouuaxc,08-12-1809,Russia,LNG Tanker,Ain
tuqvvx,15-02-1565,New Zealand,Container Ship,Fulu
tgptij,25-10-1740,Norway,Bulk Carrier,Mirach
qhuiea,01-02-1900,Canada,Bulk Carrier,Proxima Centauri
dadhun,03-11-1939,Egypt,LNG Tanker,Fulu
ottkze,19-11-1806,Brazil,Crude Oil Tanker,Matar
vryuzj,25-04-1924,United Kingdom (UK),Bulk Carrier,Jishui
lrsvmf,17-03-1528,Norway,Container Ship,Paikauhale
isxbbx,22-05-1637,Norway,Bulk Carrier,Kitalpha
ammigs,06-04-1892,Norway,Bulk Carrier,Kaus Borealis
kelzzm,26-06-1800,Iceland,LNG Tanker,Acubens
smymse,13-01-1761,Kuwait,Bulk Carrier,Ginan
fgokhl,16-01-1903,Italy,Container Ship,Sadalmelik
bxxzfg,19-09-2000,Kuwait,Bulk Carrier,Alchiba
rcwoob,14-01-1534,United States (USA),LNG Tanker,Altair
mwooyl,19-03-1818,United States (USA),Bulk Carrier,Xuange
gfydlk,22-07-1553,Russia,Crude Oil Tanker,Ran
ztswta,26-05-1648,Japan,Offshore Support Vessel,Betelgeuse
notsei,27-09-1704,Canada,Crude Oil Tanker,Alkaphrah
nnqrqw,14-07-1521,Norway,Container Ship,Wurren
oijnjw,16-01-1939,Estonia,Bulk Carrier,Subra
igjccs,07-05-1922,Chile,Bulk Carrier,Polaris Australis
wcnxpr,02-11-1651,Malaysia,LNG Tanker,Alfirk
nmnirs,24-05-1856,Sweden,Bulk Carrier,Okab
cacysx,25-05-1881,Canada,Container Ship,Nashira
uvbejb,04-08-1836,Japan,LNG Tanker,Mira
eclzje,14-06-1622,United States (USA),FSO,Arkab Posterior
htnbfs,11-03-1769,Canada,Bulk Carrier,Unurgunite
bdvsrv,26-03-1767,Argentina,Bulk Carrier,Vindemiatrix
xedsua,23-05-1558,Portugal,Bulk Carrier,Gienah
jrmkyc,16-06-1828,Japan,Container Ship,Betelgeuse
zfonhl,21-06-1636,Solomon Islands,Bulk Carrier,Tabit
yeajpv,15-10-1770,Canada,Container Ship,Ogma
xdzbka,04-07-1543,Poland,Bulk Carrier,Imai
fkloyo,06-05-1579,Croatia,Crude Oil Tanker,Alsciaukat
sddvhf,28-11-1715,United States (USA),Crude Oil Tanker,Bellatrix
iwewzp,14-08-1940,Italy,Container Ship,Barnard’s Star
dvnnmx,01-03-1785,Turkey,Container Ship,Muphrid
ogwvly,06-06-1570,Puerto Rico,Bulk Carrier,Aljanah
gradeg,26-01-1560,Faeroe Islands,Offshore Support Vessel,Polis
hrlpmg,14-01-1537,Tunisia,Container Ship,Nusakan
vxhths,11-08-1740,United States (USA),Passenger (Cruise) Ship,Phact
xqxqpr,21-09-1743,United States (USA),Crude Oil Tanker,Alya
luwnjt,22-09-1731,Brazil,FSO,Aldebaran
djgfep,20-07-1535,Chile,LNG Tanker,Sadr
knzruy,13-04-2005,Brazil,Bulk Carrier,Mintaka
nguoxh,03-09-1923,Canada,Bulk Carrier,Salm
aboyzy,02-11-1529,United Kingdom (UK),LNG Tanker,Okab
ofwhct,24-10-1857,Canada,FSO,Alpherg
pyuxvf,20-03-1901,Germany,FSO,Piautos
uvrndb,07-04-1591,United States (USA),Bulk Carrier,Mebsuta
ctupgz,22-09-1722,Canada,Bulk Carrier,Dziban
hxazyf,25-07-1930,United States (USA),Bulk Carrier,Rotanev
ofbnab,25-05-1881,France,Container Ship,Rigel
vykobk,13-05-1617,Finland,Container Ship,Eltanin
sfuwmh,09-06-1943,United States (USA),Container Ship,Nembus
rxlwhf,11-07-1524,Greece,FSO,Acrab
ooxgxp,13-02-1981,Russia,Container Ship,Menkalinan
cpmmfu,14-12-1687,United States (USA),Container Ship,Miaplacidus
eacogt,15-06-1558,Sao Tome & Principe,LNG Tanker,Gomeisa
txrvmp,02-11-1991,Chile,Container Ship,Sarin
ufwqnc,02-10-1729,Japan,Container Ship,Castor
atuhya,30-12-1815,United States (USA),Offshore Support Vessel,Meleph
xkcyrm,22-12-1922,United States (USA),Container Ship,Tarf
lcbbjg,05-11-1512,United States (USA),Offshore Support Vessel,Wasat
xuqxew,15-12-1587,Canada,Container Ship,Polis
smvepl,21-07-1956,Chile,Passenger (Cruise) Ship,Sadalmelik
otksqg,28-10-1969,Guadeloupe,Crude Oil Tanker,Mintaka
norujq,05-06-1616,Guadeloupe,Bulk Carrier,Gomeisa
ksznwv,26-09-1788,Norway,Crude Oil Tanker,Beid
gsjhbr,10-10-1944,Estonia,Bulk Carrier,Kaffaljidhma
iqqxmy,06-02-1775,Egypt,Bulk Carrier,Pollux
upkfhl,01-04-1941,United Kingdom (UK),Bulk Carrier,Almaaz
pbjbxo,31-05-1684,Equatorial Guinea,Bulk Carrier,Gudja
hjroxk,26-08-1944,Norway,Bulk Carrier,Aludra
talmwx,30-12-1835,United Kingdom (UK),LNG Tanker,Peacock
kkmcqk,07-12-1547,United Kingdom (UK),Bulk Carrier,Talitha
hqdece,06-08-1715,Russia,Crude Oil Tanker,Sulafat
rydixq,30-07-1916,Greece,Crude Oil Tanker,Tegmine
pexskl,01-03-1659,Norway,LNG Tanker,Merope
lpirbf,20-11-1964,Sweden,LNG Tanker,Heze
mnjhxu,04-04-1589,Canada,Crude Oil Tanker,Albaldah
isxbbx,12-07-1765,Italy,Bulk Carrier,Castula
wdvdjo,28-10-1929,Norway,Container Ship,Merga
isxbbx,08-04-1761,United Kingdom (UK),Bulk Carrier,Xamidimura
efquxl,31-12-1560,Thailand,Crude Oil Tanker,Elnath
ecownn,19-04-1976,Canada,Crude Oil Tanker,Maia
wfvucu,26-02-1841,Angola,LNG Tanker,Miaplacidus
ifarwt,13-05-1882,Japan,Container Ship,Markab
fhqhkp,14-03-1525,United States (USA),LNG Tanker,Theemin
vsfrqj,14-02-1756,Jamaica,Bulk Carrier,Chamukuy
gyzycg,24-08-1852,United States (USA),Container Ship,Pherkad
haleif,22-06-1508,Canada,LNG Tanker,Aljanah
hvimzd,29-11-1722,Russia,Crude Oil Tanker,Homam
ajwbfe,13-11-1816,Chile,Crude Oil Tanker,Rigel
dlihid,03-07-1784,Greece,Bulk Carrier,Naos
tnvynv,11-06-1796,Canada,Crude Oil Tanker,Acamar
wusudu,13-01-1563,Spain,LNG Tanker,Lesath
nmehid,27-11-1650,Turkey,Container Ship,Procyon
xxwayt,23-05-1654,United Kingdom (UK),LNG Tanker,Castor
tabkqo,02-06-1602,China,Crude Oil Tanker,Eltanin
idcvvz,21-06-1712,United States (USA),Bulk Carrier,Revati
lfomfx,15-07-1732,Argentina,LNG Tanker,Lesath
luwnjt,27-02-1876,Finland,Container Ship,Asellus Australis
esromm,24-09-1525,Philippines,Container Ship,Hatysa
emrgnh,24-08-1509,Madagascar,Crude Oil Tanker,Meissa
clslky,04-05-1736,Norway,Container Ship,Unukalhai
sqljsb,21-06-1566,France,Bulk Carrier,Libertas
nukser,04-06-1675,Libya,Crude Oil Tanker,Larawag
qxwkld,30-10-1615,South Africa,Crude Oil Tanker,Phecda
xfivqp,21-10-1835,Japan,Passenger (Cruise) Ship,Menkib
pxknzy,06-03-1886,United States (USA),Bulk Carrier,Iklil
otrubb,12-03-1922,Brazil,Crude Oil Tanker,Tarazed
qnriko,12-01-1956,Japan,Bulk Carrier,Rasalgethi
qyfhle,01-09-1544,United Kingdom (UK),Bulk Carrier,Larawag
zmpntf,13-10-1981,United States (USA),Container Ship,Jabbah
fucyxd,28-09-1557,Cyprus,Container Ship,La Superba
vsuwqc,05-01-1699,Philippines,Container Ship,Kaffaljidhma
opvwnh,27-01-1620,Netherlands,Crude Oil Tanker,Pipirima
tktjzr,21-11-1684,Japan,Container Ship,Grumium
yaeqdy,04-04-1589,Argentina,Container Ship,Alkarab
eaoeut,06-04-1579,United States (USA),Container Ship,Bharani
tuojmh,11-03-1596,Japan,Bulk Carrier,Rigel
lomifo,06-02-1705,Argentina,Crude Oil Tanker,Heze
chrgyq,02-03-1614,France,Bulk Carrier,Fomalhaut
isljed,23-09-1950,Japan,Bulk Carrier,Tureis
hqwqlk,26-05-1571,France,Bulk Carrier,Chalawan
yzssgm,10-10-1873,United Kingdom (UK),Bulk Carrier,Alsafi
nmxhvk,26-12-1648,India,Bulk Carrier,Wasat
sdayjn,14-11-1672,Italy,LNG Tanker,Achernar
bkdwje,26-09-1736,Estonia,Bulk Carrier,Alkaphrah
qczwcl,15-12-1648,Greece,Bulk Carrier,Nunki
xxrvqs,24-10-1933,Germany,LNG Tanker,Haedus
nzifbq,17-10-1721,Sweden,Container Ship,Matar
ruzfez,26-06-1750,Italy,Bulk Carrier,Kraz
mwooyl,24-05-1622,United States (USA),Crude Oil Tanker,Aldulfin
gudbya,12-03-1651,Sweden,Bulk Carrier,Helvetios
xtumsk,15-11-1984,Japan,Container Ship,Gudja
eccasc,20-09-1767,Qatar,Crude Oil Tanker,Saclateni
oqooxh,16-01-1944,Canada,Crude Oil Tanker,Chamukuy
kscvpf,03-05-1585,United States (USA),LNG Tanker,Menkar
eqbmez,15-12-1839,Japan,Bulk Carrier,Wurren
jxtlfc,19-02-1547,Iceland,Container Ship,Miaplacidus
ikmffr,02-07-1851,Croatia,Container Ship,Alya
qhdeph,08-08-1973,United States (USA),LNG Tanker,Revati
nytsvb,21-05-1891,Slovenia,Bulk Carrier,Kang
leircq,04-05-1783,Slovenia,LNG Tanker,Alphard
kqkmqq,27-02-1976,Bahamas,Container Ship,Caph
swdsbc,26-12-1505,Papua New Guinea,Passenger (Cruise) Ship,Betelgeuse
wgdpzj,18-06-1814,India,Passenger (Cruise) Ship,Alnair
rxhdsi,10-12-1603,Japan,Crude Oil Tanker,Beid
qvzehk,17-10-1869,Cyprus,Bulk Carrier,Antares
bcsjnu,18-06-1508,Bulgaria,Container Ship,Tianyi
dlheyw,12-07-1503,Mexico,Bulk Carrier,Asellus Australis
qnriko,07-08-1638,Greece,Crude Oil Tanker,Polis
wxthgb,11-05-1782,Korea,Bulk Carrier,Tonatiuh
wcpvhl,28-02-1587,United States (USA),Bulk Carrier,Zavijava
mhvjra,28-07-1522,Philippines,Bulk Carrier,Piautos
vlpfjq,17-06-1580,Greece,Container Ship,Sceptrum
inqkce,05-12-1756,United States (USA),Container Ship,Athebyne
ltsmsf,26-01-1731,Canada,Container Ship,Guniibuu
wfoyrd,09-07-1815,United Kingdom (UK),Bulk Carrier,Zhang
uqpsdk,31-03-1715,Estonia,Bulk Carrier,Dubhe
cacysx,08-06-1909,United Kingdom (UK),Crude Oil Tanker,Azha
zexywb,27-07-1940,Japan,Container Ship,Zavijava
zvnnra,05-04-1654,Spain,Bulk Carrier,Athebyne
rjcyol,23-09-1575,Estonia,LNG Tanker,Atria
sdwsml,21-07-1956,Italy,LNG Tanker,Nembus
bmmiwj,26-11-1534,Poland,Container Ship,Zaurak
nidsup,01-07-1729,Greece,Bulk Carrier,Beemim
rnkcdp,24-02-1936,Italy,Bulk Carrier,Alrescha
dpelza,12-07-1638,United Kingdom (UK),Bulk Carrier,Torcular
ottkze,07-12-1989,Greece,Bulk Carrier,Rasalhague
lctckl,18-07-1892,Germany,Passenger (Cruise) Ship,Peacock
xuqxew,01-12-1553,New Zealand,Container Ship,Sulafat
dwzszj,07-03-1713,Canada,Bulk Carrier,Eltanin
talthb,21-03-1920,Equatorial Guinea,Passenger (Cruise) Ship,Dziban
rccxwy,03-01-1953,Netherlands,Bulk Carrier,Altais
ejssmd,22-10-1510,Canada,Container Ship,Alruba
mdpjcp,14-09-1638,Tunisia,Container Ship,Taiyangshou
mcujxn,10-12-1670,Iceland,Bulk Carrier,Alderamin
ijnbcj,05-06-1691,United Kingdom (UK),Bulk Carrier,Mizar
whhaeu,23-03-1557,Solomon Islands,Container Ship,Almach
mckmaq,31-01-1701,Tunisia,Bulk Carrier,Enif
dekmqb,24-05-1559,Equatorial Guinea,LNG Tanker,Eltanin
zyvmbj,29-01-1604,Canada,LNG Tanker,Bunda
exqukt,15-07-1951,Greece,Container Ship,Furud
aaetzs,16-11-1734,Russia,Bulk Carrier,Ukdah
wrdspb,24-06-1913,Russia,Crude Oil Tanker,Merga
iyujam,19-09-1578,Norway,Container Ship,Fuyue
yrxibx,11-07-1738,United Kingdom (UK),Bulk Carrier,Subra
lctckl,02-09-1745,Canada,Bulk Carrier,Aldulfin
kfnawq,13-08-1745,United Kingdom (UK),Passenger (Cruise) Ship,Mirfak
fisijy,26-03-1750,Russia,Bulk Carrier,Alniyat
nikonk,11-03-1779,Canada,LNG Tanker,Ruchbah
urtpie,11-11-1704,Haiti,LNG Tanker,Electra
bptmxl,10-01-1954,United States (USA),Bulk Carrier,Alkaid
frzyne,08-05-1554,Germany,Crude Oil Tanker,Alkes
zylhmg,11-10-1852,Canada,Container Ship,Mahasim
mnrckv,08-12-1872,United States (USA),Bulk Carrier,Mimosa
ismixs,06-01-1798,New Zealand,Container Ship,Alnilam
yzxdne,19-11-1525,United Kingdom (UK),LNG Tanker,Albaldah
zjjuzq,08-10-1742,China,Container Ship,Denebola
izfpas,12-11-1867,Indonesia,LNG Tanker,Aldhibah
lbpskb,28-04-1638,United States (USA),Bulk Carrier,Fafnir
ckmnxb,16-03-1995,Turkmenistan,Bulk Carrier,Unukalhai
vwevnr,29-03-1605,United States (USA),Passenger (Cruise) Ship,Ruchbah
wbfqxv,09-08-1854,Turkey,Container Ship,Electra
ejtyxg,06-10-1737,Japan,Container Ship,Merope
zbguqu,06-03-1958,United Kingdom (UK),Bulk Carrier,Menkar
whkbns,22-04-1597,United Kingdom (UK),Crude Oil Tanker,Meridiana
vopfnj,22-11-1606,Norway,Container Ship,Situla
rlcfmb,23-06-1872,Russia,Crude Oil Tanker,Nusakan
ooxgxp,02-11-1596,Cyprus,LNG Tanker,Aljanah
jarhlw,04-10-1720,United States (USA),LNG Tanker,Gacrux
mykxrs,22-04-1716,Japan,Bulk Carrier,Chara
scbbft,04-12-1580,Sweden,Crude Oil Tanker,Algenib
jigqod,12-06-1715,United Kingdom (UK),Bulk Carrier,Dabih
bgacvc,09-02-1688,United Kingdom (UK),Offshore Support Vessel,Tarf
lygzez,16-12-1809,Thailand,Container Ship,Taiyi
evytqn,15-12-1692,Egypt,Container Ship,Sargas
twmoxy,24-01-1639,Russia,Bulk Carrier,Hadar
cvavrp,26-10-1575,Sweden,Crude Oil Tanker,Naos
oigoks,25-03-1725,United States (USA),Bulk Carrier,Gomeisa
fialso,24-06-1628,Iceland,LNG Tanker,Fumalsamakah
nedexu,01-06-1720,Turkey,LNG Tanker,Kochab
wleliu,10-07-1518,Japan,Container Ship,Veritate
bjzdfg,31-08-1793,Netherlands,Bulk Carrier,Tianguan
gajntm,13-02-1989,Canada,LNG Tanker,Wasat
zvnnra,27-02-1622,Norway,Bulk Carrier,Izar
rafguz,06-08-1816,Finland,Bulk Carrier,Kornephoros
wfiegj,23-12-1500,Italy,LNG Tanker,Ankaa
sckkak,01-12-1777,Iceland,LNG Tanker,Chalawan
riaxao,26-05-2000,Faeroe Islands,Crude Oil Tanker,Kraz
ckajja,22-01-1685,United States (USA),Container Ship,Meridiana
qcspdy,31-01-1868,Japan,Container Ship,Fawaris
aaclwi,27-12-1879,Iceland,Container Ship,Dabih
ywlhmk,20-07-1914,Sweden,LNG Tanker,Alshain
ksvqir,22-08-1909,Iceland,Bulk Carrier,Markab
duwgip,30-05-1548,United States (USA),Passenger (Cruise) Ship,Dziban
pbcxzk,08-08-1838,United Kingdom (UK),Bulk Carrier,Denebola
hsrdkc,07-04-1722,Puerto Rico,Bulk Carrier,Alula Australis
pbredc,02-09-1696,United States (USA),Passenger (Cruise) Ship,Mekbuda
odkshv,02-10-1542,Argentina,LNG Tanker,Atlas
lrfbes,07-08-1908,Canada,Container Ship,Taiyangshou
lgfisg,15-01-1822,Greece,Container Ship,Zaurak
xshvtm,12-04-1564,Estonia,Bulk Carrier,Alshain
hopsln,26-12-1505,Croatia,Container Ship,Heze
kzrlds,08-10-1726,United States (USA),Bulk Carrier,Deneb Algedi
rxbqlb,17-03-1968,Canada,Passenger (Cruise) Ship,Sadalbari
kegjon,22-03-1715,Spain,LNG Tanker,Intercrus
jarhlw,02-11-1991,Canada,Container Ship,Dalim
exilnc,18-11-1838,Malaysia,Container Ship,Edasich
bibxnn,22-07-1553,Russia,Crude Oil Tanker,Wazn
rlcfmb,28-12-1703,Panama,Crude Oil Tanker,Kraz
rcnevt,14-09-1995,Fiji,Container Ship,Mekbuda
cjabnf,21-12-1852,Iceland,Container Ship,Jabbah
kvkvoc,07-02-1551,Iran,Crude Oil Tanker,Tania Borealis
ndphvr,29-09-1730,Bulgaria,Container Ship,Muphrid
aktopq,26-08-1775,Sweden,Crude Oil Tanker,Albireo
glmvyy,07-06-1965,Iran,Bulk Carrier,Albireo
sibkzl,15-12-1652,Netherlands,Bulk Carrier,Khambalia
wzlusf,02-05-1725,Angola,LNG Tanker,Elkurud
rhpawq,25-12-1633,Canada,Passenger (Cruise) Ship,Unukalhai
hhkwtk,07-04-1906,Italy,Crude Oil Tanker,Ascella
cvulqe,19-10-1589,United Kingdom (UK),Bulk Carrier,Beemim
qhrvel,05-01-1719,Norway,Passenger (Cruise) Ship,Hassaleh
blbrkb,05-09-1682,China,Bulk Carrier,Keid
tkmsfj,18-09-1925,United States (USA),Passenger (Cruise) Ship,Algol
vrzxmd,29-12-2007,US Minor Outlying Isls,Passenger (Cruise) Ship,Tureis
xunyrn,12-10-1951,Norway,Passenger (Cruise) Ship,Alcyone
ymfxpk,22-01-1819,Vietnam,Bulk Carrier,Mothallah
gcufjm,24-01-1650,United Kingdom (UK),LNG Tanker,Eltanin
caknlk,23-07-1989,Malaysia,Crude Oil Tanker,Atlas
erwgnn,30-12-1512,Croatia,Bulk Carrier,Mizar
zrirys,24-02-1837,United States (USA),Bulk Carrier,Elgafar
peiwur,19-11-1857,Greece,Passenger (Cruise) Ship,Adhafera
rryqtn,03-06-1769,Papua New Guinea,Container Ship,Wezen
kotckx,16-03-1958,Turkey,LNG Tanker,Alpheratz
omgydz,06-05-1705,Croatia,Bulk Carrier,Tegmine
dfqgdl,02-08-1882,Greece,Container Ship,Almach
qyfhle,09-09-1598,Sweden,Bulk Carrier,Rasalhague
bfdpyu,25-04-1924,Panama,Container Ship,Alphard
edtxkj,13-10-1988,Norway,LNG Tanker,Algieba
zkkpoj,31-03-1883,Sweden,Crude Oil Tanker,Regulus
rgupch,19-01-1941,Kuwait,Bulk Carrier,Zubenelgenubi
kvxicv,19-08-1917,Russia,Container Ship,Rotanev
hbxsvh,14-03-1707,New Caledonia,Container Ship,Nembus
wvetpy,07-07-1575,Indonesia,LNG Tanker,Achird
yilsax,14-02-1819,United Kingdom (UK),Container Ship,Larawag
yscdhx,12-07-1630,United Kingdom (UK),Container Ship,Sham
mjmmrz,17-07-1513,Netherlands,Container Ship,Sadachbia
skjdiy,04-09-1647,United Kingdom (UK),LNG Tanker,Fumalsamakah
sndrqb,27-07-1940,Japan,Passenger (Cruise) Ship,Sadalsuud
whnyky,13-04-1668,Turkey,LNG Tanker,Zaniah
lpnhkm,07-08-1694,United States (USA),Crude Oil Tanker,Nunki
zayobv,23-06-1947,Portugal,LNG Tanker,Alcor
sqedia,28-11-1505,Philippines,Bulk Carrier,Mirzam
vlpkbx,13-04-1612,China,Bulk Carrier,Pherkad
ruuvtr,02-01-1842,Dominican Rep,Bulk Carrier,Botein
nivbfi,12-02-1825,Japan,Bulk Carrier,Aldulfin
kwjhbp,07-12-1816,Philippines,Bulk Carrier,Kornephoros
dcqdin,14-02-1819,Argentina,Container Ship,Khambalia
yobnpc,14-03-1654,Puerto Rico,Crude Oil Tanker,Sargas
qpqzta,04-08-1856,Equatorial Guinea,Crude Oil Tanker,Kitalpha
oxdvvc,19-10-1743,Papua New Guinea,Bulk Carrier,Altais
nrslfw,18-01-1534,India,Crude Oil Tanker,Syrma
aykewn,15-07-1951,United Kingdom (UK),Bulk Carrier,Rasalas
tpjvhh,28-06-2008,Iceland,Bulk Carrier,Ran
yciztt,15-12-1904,Germany,Container Ship,Sceptrum
abznfd,19-10-1993,Canada,Bulk Carrier,Pollux
kocwka,19-06-1879,Spain,Container Ship,Naos
nlbezx,12-05-1502,Greece,LNG Tanker,Sadr
zylfag,24-01-1505,Canada,FSO,Rigil Kentaurus
kuhusw,03-04-1557,St Vincent & Grenadines,Crude Oil Tanker,Tianyi
wltziq,21-04-2009,New Zealand,Crude Oil Tanker,Beemim
cvridg,12-11-1867,Italy,Bulk Carrier,Arkab Prior
wtebyq,12-09-1928,US Minor Outlying Isls,Bulk Carrier,Alkalurops
kgwrwa,18-05-1798,Canada,LNG Tanker,Veritate
wjigjf,31-03-1920,Chile,Bulk Carrier,Tonatiuh
giqrek,05-10-1692,Norway,Container Ship,Giausar
vdnaij,04-05-1764,Canada,Bulk Carrier,Alsafi
qlajrp,19-11-1685,Latvia,LNG Tanker,Intercrus
pouwyu,27-05-1915,Nicaragua,Bulk Carrier,Tejat
ywlkux,15-02-1647,Japan,Container Ship,Meridiana
ewibtd,30-09-1920,Sweden,Bulk Carrier,Algieba
bfdpyu,01-08-1914,Canada,Container Ship,Imai
aktopq,03-05-1742,United States (USA),Passenger (Cruise) Ship,Caph
xkimog,26-03-1767,Japan,Container Ship,Yed Prior
yumtob,30-12-1523,Greece,Bulk Carrier,Tarf
fzduzw,19-02-1645,Iceland,Crude Oil Tanker,Alkaphrah
jplgpe,18-11-1715,Japan,Container Ship,Alnair
bajwzn,06-01-1909,United Kingdom (UK),Container Ship,Menkalinan
enofuo,10-07-1597,Norway,Crude Oil Tanker,Theemin
sooqms,19-11-1806,Iceland,Bulk Carrier,Arkab Posterior
poafow,27-03-1903,Norway,Bulk Carrier,Hamal
hbrnie,13-11-1986,Norway,Container Ship,Wazn
olkatz,10-10-1827,Norway,Bulk Carrier,Aldulfin
mggmpd,26-01-1642,Guadeloupe,Bulk Carrier,Tania Australis
lsleqe,03-09-1960,Finland,Bulk Carrier,Giausar
blhlva,27-10-1553,United Kingdom (UK),Crude Oil Tanker,Shaula
uwzptz,25-08-1679,United States (USA),Crude Oil Tanker,Mekbuda
gnpgfo,16-03-1984,China,Crude Oil Tanker,Fulu
mfzvtg,13-06-1870,United States (USA),LNG Tanker,Alphecca
anivab,01-09-1544,Russia,Container Ship,Altair
gksumw,26-12-1648,Canada,Bulk Carrier,Asterope
yhnwgd,26-09-1626,Chile,Crude Oil Tanker,Menkib
rnbdzb,03-02-1663,Brazil,Bulk Carrier,Enif
qmleln,29-05-1760,France,FSO,Antares
oareks,06-03-1618,Thailand,Crude Oil Tanker,Tegmine
wmoent,17-10-1627,Estonia,Bulk Carrier,Hamal
dlnetc,22-09-1942,India,Crude Oil Tanker,Yed Posterior
ohlqyf,07-05-1730,Finland,Bulk Carrier,Sadr
hdaykh,02-08-1916,United States (USA),Container Ship,Altair
vnulbg,30-08-1945,Greece,Container Ship,Sheratan
jbzthp,08-08-1534,Russia,Crude Oil Tanker,Adhil
bkdwje,08-02-1560,Canada,LNG Tanker,Tiaki
psioqc,17-07-1802,Greece,Crude Oil Tanker,Alsephina
zsfena,21-07-1516,United Kingdom (UK),Container Ship,Algol
roctxa,26-10-1754,Canada,Bulk Carrier,Alnilam
rbaglh,02-07-1930,Brazil,Bulk Carrier,Bunda
assopa,26-07-1754,Japan,Container Ship,Acrux
auiszj,04-07-1857,Netherlands,LNG Tanker,Nusakan
wlatft,25-10-1856,Russia,Bulk Carrier,Felis
kxqegd,05-08-1762,Greece,Crude Oil Tanker,Diadem
cuorgk,18-07-1882,United Kingdom (UK),Crude Oil Tanker,Cebalrai
tyzgry,07-07-1615,Canada,Offshore Support Vessel,Secunda Hyadum
klwqox,20-01-1802,Belgium,Crude Oil Tanker,Fomalhaut
nuqnqc,04-08-1856,Papua New Guinea,Container Ship,Zibal
jsclqw,15-11-1984,Japan,LNG Tanker,Zhang
fsdtwv,25-12-1820,Canada,Container Ship,Sargas
xmpcjz,12-05-1511,Croatia,Container Ship,Hamal
pfhxyf,26-11-1950,United Kingdom (UK),LNG Tanker,Syrma
rsmrxp,02-08-1604,Sweden,Container Ship,Arkab Posterior
npfsqd,10-02-1786,Indonesia,LNG Tanker,Mirfak
vfqqzd,13-08-1968,Jamaica,Passenger (Cruise) Ship,Dschubba
hfxxtr,04-07-1663,Japan,Container Ship,Veritate
fhuzua,01-01-1535,Norway,Bulk Carrier,Arneb
stfepq,07-03-1591,United States (USA),Container Ship,Diphda
urnzdo,28-04-1530,Norway,Bulk Carrier,Sargas
lszocr,13-05-1757,Estonia,Bulk Carrier,Taygeta
roxmlj,28-09-1656,Equatorial Guinea,LNG Tanker,Unurgunite
keeokt,28-12-1504,Netherlands,FSO,Almach
