Ship,Date,country,shiptype,captain_name
kzrlds,10-12-1885,Germany,Bulk Carrier,Mahasim
zeszvw,21-10-1876,Haiti,Crude Oil Tanker,Kaffaljidhma
okdcge,28-01-1955,Isle of Man,Container Ship,Phact
gnnkvd,25-04-1691,Japan,LNG Tanker,Unurgunite
mqquye,19-01-1732,St Vincent & Grenadines,Container Ship,Fafnir
fqqtje,15-02-1700,Canada,Container Ship,Menkent
uvkxct,21-11-1684,Japan,Container Ship,Muphrid
httjyd,17-12-1701,Norway,Container Ship,Situla
ksyabj,07-08-1732,Croatia,Bulk Carrier,Sulafat
cfulhc,17-04-1657,Japan,Bulk Carrier,Rigel
jcxvfu,29-06-1651,Finland,Offshore Support Vessel,Diphda
dkgxeo,25-11-1589,Togolese Rep,Crude Oil Tanker,Phecda
yuimfa,13-09-1537,Japan,Bulk Carrier,Titawin
lttnjd,19-08-1930,Egypt,Bulk Carrier,Unurgunite
yrkhxj,17-10-1971,Canada,Bulk Carrier,Minelauva
zdvkxr,12-01-1517,Korea,Bulk Carrier,Naos
ogntwb,08-10-1523,Italy,Bulk Carrier,Libertas
wdweag,31-12-1864,Chile,Crude Oil Tanker,Chara
fktdxu,16-03-1601,United Kingdom (UK),Crude Oil Tanker,Aladfar
lnrmnq,14-09-1869,Japan,Crude Oil Tanker,Ogma
ifiyjd,03-06-1649,Australia,Bulk Carrier,Zavijava
bfpaio,08-06-1749,United Kingdom (UK),Container Ship,Beemim
tngrap,25-08-1546,Estonia,Bulk Carrier,Enif
hmiejl,06-11-1558,Greece,Bulk Carrier,Rasalgethi
gdsiwe,08-05-1643,Sweden,Bulk Carrier,Alkarab
xhobiv,26-09-1788,United Kingdom (UK),Crude Oil Tanker,Spica
ecftti,14-10-1798,France,Crude Oil Tanker,Algenib
ofbeeu,04-07-1572,Egypt,Container Ship,Mirzam
zlrhph,27-11-1700,Norway,Bulk Carrier,Algedi
aunjzo,26-02-1563,Turkmenistan,Bulk Carrier,Albireo
qtlftn,17-07-1630,Canada,Crude Oil Tanker,Alniyat
bcowdb,20-04-1543,United Kingdom (UK),Container Ship,Izar
dzooub,26-08-1944,Faeroe Islands,Container Ship,Marfik
qrczmh,12-12-2009,United Kingdom (UK),Bulk Carrier,Cervantes
cfcwqe,02-06-1729,Canada,Bulk Carrier,Altais
rfoodm,10-10-1827,Italy,Crude Oil Tanker,Hamal
xlovch,03-04-1754,Japan,Passenger (Cruise) Ship,Menkent
umchut,03-08-1883,Japan,Passenger (Cruise) Ship,Avior
juoqym,25-10-1653,Canada,Container Ship,Heze
tnvynv,21-12-1984,Aruba,LNG Tanker,Algol
xbmbft,06-04-1884,United States (USA),Bulk Carrier,Acamar
nvpbsl,16-05-1657,Canada,Bulk Carrier,Alnasl
fusorj,06-02-1991,Spain,Crude Oil Tanker,Sulafat
tzapdz,27-04-1672,United States (USA),Bulk Carrier,Edasich
azhxsv,04-12-1507,Chile,LNG Tanker,Tarazed
yusuor,19-11-2003,Norway,Bulk Carrier,Libertas
yakyih,28-12-2002,Italy,Container Ship,Adhafera
gyvzzu,06-07-1956,India,Bulk Carrier,Alderamin
dmqajx,10-01-1905,France,LNG Tanker,Pleione
zetncz,15-10-1877,Cuba,Container Ship,Hadar
fxvfco,20-08-1991,United Kingdom (UK),Container Ship,Ashlesha
lpnhkm,09-05-1670,Sweden,Container Ship,Secunda Hyadum
fjxeig,11-07-1807,Italy,Crude Oil Tanker,Alcor
lltdsy,25-02-1878,Faeroe Islands,Container Ship,Helvetios
mzqejs,05-08-1590,Finland,Crude Oil Tanker,Adhil
olrjck,27-01-1542,United States (USA),Bulk Carrier,Alkarab
xvikwl,12-04-1607,France,Bulk Carrier,Wazn
gotfcy,24-07-1795,Japan,LNG Tanker,Mebsuta
opvwnh,06-03-1876,Japan,Bulk Carrier,Cursa
nguoxh,28-11-1505,Turkmenistan,Container Ship,Minchir
nnsbto,22-05-1839,Canada,LNG Tanker,Aspidiske
oltdxf,02-02-1860,Puerto Rico,Passenger (Cruise) Ship,Beid
rbawzk,09-12-1790,Greece,LNG Tanker,Sarin
xbynop,25-12-1735,Dominican Rep,Crude Oil Tanker,Alfirk
dusxsa,21-04-1792,Puerto Rico,Bulk Carrier,Deneb Algedi
shhjqd,02-04-1720,United Kingdom (UK),Container Ship,Kaffaljidhma
bucshx,29-04-1987,Malaysia,Bulk Carrier,Sheliak
jyuehu,18-08-1841,Egypt,Crude Oil Tanker,Kaus Media
jijcoa,29-04-1718,Iran,LNG Tanker,Polis
mhaols,11-12-1506,United States (USA),Crude Oil Tanker,Alterf
sdygwf,14-04-2010,Iran,Container Ship,Zubeneschamali
kolvpj,07-11-1639,India,Crude Oil Tanker,Adhafera
ftrmcs,10-03-1602,Mauritius,Container Ship,Mothallah
tjjuft,27-01-1690,Japan,Crude Oil Tanker,Sulafat
fdaqvz,25-09-1622,Indonesia,Crude Oil Tanker,Zaniah
sfyjdc,10-11-1923,Croatia,Bulk Carrier,Miaplacidus
ijfkvq,09-04-1757,Canada,Bulk Carrier,Taygeta
wkqrek,22-06-1613,Montenegro,Bulk Carrier,Elgafar
sugtzz,24-03-1546,Australia,Bulk Carrier,Alsciaukat
yiltcg,09-05-2001,Japan,Bulk Carrier,Markeb
duvryy,18-11-1888,Puerto Rico,Crude Oil Tanker,Sadalbari
sxqdwt,02-11-1642,Vietnam,Bulk Carrier,Yed Posterior
zxpttb,18-07-1776,Sweden,Container Ship,Tejat
zdbnmc,12-09-1912,Greece,Crude Oil Tanker,Dalim
bmfvdy,07-06-1843,Korea,LNG Tanker,Cujam
ftibjf,11-07-1738,Japan,Bulk Carrier,Mizar
xjsnpg,06-02-1524,Chile,Bulk Carrier,Achird
sdwyte,15-04-1613,Norway,Container Ship,Sarin
kkpztr,21-11-1732,Sweden,Crude Oil Tanker,Ashlesha
qeebxi,11-02-1529,Sweden,Bulk Carrier,Copernicus
sfezam,26-02-1948,Thailand,Bulk Carrier,Dabih
hzkxue,05-06-1624,Faeroe Islands,Container Ship,Ascella
keqbdo,02-02-1636,United Kingdom (UK),Bulk Carrier,Xamidimura
bwbkwt,21-07-1568,Fiji,Bulk Carrier,Sceptrum
rspwlx,24-02-1521,Norway,LNG Tanker,Schedar
lupdog,28-11-1804,Denmark,Bulk Carrier,Nashira
mmvtxt,14-03-1707,Japan,Container Ship,Cebalrai
giqrek,14-07-1970,Sweden,Crude Oil Tanker,Procyon
srspfu,06-02-1865,Greece,Bulk Carrier,Fuyue
cgviwj,29-11-1815,Netherlands,LNG Tanker,Kaus Australis
aarwwr,26-04-1722,Turkey,Bulk Carrier,Sadr
ygspyg,10-04-1779,Bahamas,LNG Tanker,Saclateni
hmwstk,18-10-1795,United States (USA),Crude Oil Tanker,Tegmine
qekkpt,16-07-1670,Argentina,Container Ship,Miaplacidus
owfmbp,21-12-1668,Croatia,Container Ship,Phact
eyddmh,17-08-1915,United States (USA),Bulk Carrier,Xamidimura
fqhzkn,05-12-1913,Philippines,Bulk Carrier,Phecda
cnmmdp,27-02-1537,Sweden,Crude Oil Tanker,Sham
prjpju,21-05-1759,Faeroe Islands,Bulk Carrier,Alcor
hlpbmt,11-06-1996,Greece,LNG Tanker,Eltanin
knmbna,27-07-1964,Sweden,Container Ship,Jabbah
ftrmcs,19-06-1647,Japan,Bulk Carrier,Vindemiatrix
lleeet,17-06-1624,Spain,Bulk Carrier,Alderamin
sofsdr,05-09-1738,Japan,Bulk Carrier,Minelauva
iliarf,08-05-1676,Poland,Crude Oil Tanker,Libertas
eyddmh,29-04-1718,Canada,Bulk Carrier,Muscida
ouydmf,21-04-1596,Nauru,Crude Oil Tanker,Mirzam
vrldle,05-01-1712,United Kingdom (UK),LNG Tanker,Alphard
mgoxgz,23-08-1964,Japan,Container Ship,Nusakan
vcgwpr,29-06-1845,France,Passenger (Cruise) Ship,Fomalhaut
mwkrgu,02-07-1930,Iran,LNG Tanker,Wazn
bwaiqo,05-08-1624,Japan,LNG Tanker,Miaplacidus
anivab,15-03-1925,Sweden,Container Ship,Gacrux
zvjiea,07-01-1932,Panama,Offshore Support Vessel,Barnard’s Star
fzhfrh,09-10-1963,Croatia,LNG Tanker,Alnair
cyneoz,27-12-1535,Finland,Container Ship,Gudja
ytpfrx,20-09-2006,Japan,Crude Oil Tanker,Scheat
cmjaqc,26-12-1585,Japan,LNG Tanker,Muliphein
keetev,25-06-1675,United Kingdom (UK),Bulk Carrier,Subra
vrvcvy,15-10-1761,United States (USA),Bulk Carrier,Lilii Borea
fdgetx,02-07-1851,China,LNG Tanker,Homam
acnabg,07-06-2004,Greece,Crude Oil Tanker,Ginan
sfezam,25-01-2004,Iceland,Bulk Carrier,Mirfak
rgygdv,15-05-1709,United States (USA),Bulk Carrier,Pollux
azhxsv,16-08-1585,Norway,Bulk Carrier,Kang
gwlnok,26-05-1557,Isle of Man,Container Ship,Tianguan
szavrh,27-06-1541,Estonia,Bulk Carrier,Spica
tnzoya,10-01-1973,Greece,LNG Tanker,Angetenar
ewibtd,09-01-1603,Latvia,Container Ship,Skat
xzviwo,24-04-1902,Croatia,Crude Oil Tanker,Kochab
yjhvaa,15-12-1648,Panama,Passenger (Cruise) Ship,Denebola
omanee,09-02-1610,Panama,Bulk Carrier,Praecipua
bdoept,15-12-1507,Sweden,LNG Tanker,Albali
wxrpya,17-08-1503,Norway,Bulk Carrier,Alshain
xvoceh,13-03-1558,Norway,Crude Oil Tanker,Sualocin
ofhoyh,26-03-1857,Spain,LNG Tanker,Kang
nmlyru,20-03-1803,United States (USA),Crude Oil Tanker,Miram
wwqcye,02-09-1745,Puerto Rico,Bulk Carrier,Dalim
xefpxr,15-03-1934,South Africa,Bulk Carrier,Ginan
xgutfg,12-03-1688,Norway,Container Ship,Proxima Centauri
dsecmr,20-07-1778,Argentina,Crude Oil Tanker,Okab
hdokmy,04-05-1641,Canada,Crude Oil Tanker,Diphda
vzlxsq,09-05-1791,Sweden,Bulk Carrier,Alpherg
eywjmw,18-03-1748,Sweden,Bulk Carrier,Electra
ylxsfz,18-06-1672,China,LNG Tanker,Sheliak
ggbnfc,16-08-1882,India,LNG Tanker,Arkab Posterior
lquukj,17-10-1721,Sweden,Passenger (Cruise) Ship,Baten Kaitos
soxmqz,11-07-1785,Turkmenistan,Bulk Carrier,Botein
gbmirc,28-04-1801,Latvia,Bulk Carrier,Enif
kbkcei,12-01-1713,Italy,Bulk Carrier,Aldulfin
ycnvgn,25-11-1602,United States (USA),Bulk Carrier,Alpherg
abvcbb,25-03-1939,United States (USA),Bulk Carrier,Deneb Algedi
jeozdq,23-08-1840,Greece,Container Ship,Gomeisa
iytfvu,11-01-1726,Mauritius,Offshore Support Vessel,Ainalrami
slysae,29-11-1557,China,LNG Tanker,Taygeta
qmnipv,04-05-1764,Canada,Bulk Carrier,Deneb
piotxk,08-05-1643,Greece,Crude Oil Tanker,Polaris Australis
qxffvc,27-08-1847,Madagascar,Container Ship,Nekkar
uvtqak,25-04-1918,Spain,Container Ship,Arcturus
ndphvr,10-08-1941,Iceland,Bulk Carrier,Avior
rmqxdj,07-08-1694,Iran,Container Ship,Aldhanab
srvqpj,29-03-1723,United States (USA),Crude Oil Tanker,Dziban
yabgts,15-05-1709,Canada,Bulk Carrier,Asterope
pbcxzk,02-03-1606,United States (USA),LNG Tanker,Rasalas
szqjvq,22-09-1611,United Kingdom (UK),Container Ship,Khambalia
umjdru,17-11-1505,Italy,Bulk Carrier,Tania Borealis
rocmnj,21-05-1582,United Kingdom (UK),LNG Tanker,Asellus Australis
wvcjcg,04-02-1661,Norway,LNG Tanker,Nekkar
btibem,22-01-1533,Italy,Crude Oil Tanker,Meleph
veyrwm,26-09-1561,Canada,Bulk Carrier,Sabik
pkjotg,06-08-1923,Libya,Container Ship,Arkab Posterior
zgptxa,25-07-1550,China,Bulk Carrier,Taygeta
psakid,10-03-1741,Canada,Container Ship,Polis
ixwbcs,28-03-1677,Iran,Bulk Carrier,Sargas
iggzkz,06-08-1816,Panama,Container Ship,Proxima Centauri
ttbdzx,29-03-1605,Poland,Container Ship,Sadachbia
vdzcxp,01-03-1980,United States (USA),LNG Tanker,Zubeneschamali
pnwpkv,27-01-1594,Montenegro,LNG Tanker,Misam
tejfcs,25-04-1789,Faeroe Islands,Crude Oil Tanker,Misam
itdwzy,26-06-1732,Japan,LNG Tanker,Taygeta
marmzw,24-07-2010,Japan,LNG Tanker,Hassaleh
sqummr,30-06-2007,Chile,LNG Tanker,Cujam
bbecag,06-08-1715,Russia,Bulk Carrier,Ashlesha
dafqdf,05-09-1612,United Kingdom (UK),Crude Oil Tanker,Mebsuta
dfihim,21-04-1541,Japan,Bulk Carrier,Achird
ihfmow,27-07-1715,Canada,Bulk Carrier,Dziban
ycnvgn,03-02-1714,United Kingdom (UK),Bulk Carrier,Sirius
iclnki,28-04-1579,Norway,Bulk Carrier,Ancha
iiqcfv,21-06-1616,United Kingdom (UK),LNG Tanker,Azmidi
uqpsdk,17-07-1921,Argentina,Bulk Carrier,Nunki
cgviwj,04-01-1763,Puerto Rico,FSO,Alnitak
ztrozj,04-09-1761,France,Bulk Carrier,Alnitak
ygdnup,19-07-1919,United States (USA),Container Ship,Procyon
sgrdnf,24-06-1680,United Kingdom (UK),Bulk Carrier,Subra
clexcl,07-02-1908,Spain,Crude Oil Tanker,Azmidi
dbwroz,05-04-1658,Canada,Passenger (Cruise) Ship,Cervantes
uhubkr,16-09-1620,Canada,Bulk Carrier,Arkab Prior
rpdfqv,06-02-1723,Denmark,Bulk Carrier,Libertas
kxtolk,05-12-1734,United Kingdom (UK),Container Ship,Keid
vwzosg,29-06-1686,Croatia,Crude Oil Tanker,Tonatiuh
pqogrh,13-08-1620,Norway,Container Ship,Fang
ufvfpc,10-05-1555,United States (USA),Bulk Carrier,Ankaa
cgyqrs,29-04-1550,Greece,Bulk Carrier,Markab
bpiynj,05-03-1721,Sweden,LNG Tanker,Taiyangshou
ryjqjs,20-04-1584,New Zealand,FSO,Fulu
hrzryl,05-12-1678,Australia,Container Ship,Copernicus
fzngad,21-04-1656,China,Bulk Carrier,Sualocin
pddoud,02-03-1640,United Kingdom (UK),Bulk Carrier,Libertas
bhavsu,11-03-1898,Canada,Bulk Carrier,Intercrus
zzxdyq,17-03-1653,United States (USA),Crude Oil Tanker,Kang
ktklpi,05-10-1803,Netherlands,LNG Tanker,Baten Kaitos
psyaop,28-04-1815,Finland,LNG Tanker,Sceptrum
wxrpya,10-10-1894,Chile,Crude Oil Tanker,Tarf
xiargs,05-07-1513,Netherlands,Container Ship,Mizar
juoqym,17-09-1662,Cuba,Passenger (Cruise) Ship,Rasalas
iaxvga,10-11-1693,Estonia,Container Ship,Furud
boeefb,27-07-1873,Russia,LNG Tanker,Thuban
xlycrx,24-05-1554,Canada,Container Ship,Gienah
imkrnb,01-08-1717,United States (USA),Bulk Carrier,Yed Posterior
oehubs,07-12-1721,Italy,Bulk Carrier,Pherkad
rspwlx,14-08-1903,Sweden,Bulk Carrier,Ashlesha
fdxfko,28-08-1934,United Kingdom (UK),LNG Tanker,Mirach
uwhwti,24-01-1663,Iceland,Container Ship,Libertas
ixrurk,20-07-1535,Egypt,LNG Tanker,Alkes
hekofy,13-06-1870,Japan,Passenger (Cruise) Ship,Alzirr
cppasv,05-08-1840,Belgium,Bulk Carrier,Tejat
zhewvk,12-06-1686,Greece,Bulk Carrier,Keid
yaeqdy,07-02-1642,United Kingdom (UK),Passenger (Cruise) Ship,Aludra
nkixbe,15-05-1709,Equatorial Guinea,Crude Oil Tanker,Fawaris
pdvxss,27-04-1961,Japan,Bulk Carrier,Algedi
mzacsq,16-07-1967,Greece,Bulk Carrier,Copernicus
mcpynl,06-02-1791,Japan,Container Ship,Azelfafage
rklvxw,25-06-1825,Egypt,Bulk Carrier,Zibal
bcdzdl,14-10-2004,Argentina,Container Ship,Menkent
okpthm,21-01-1683,Chile,LNG Tanker,Alterf
biagcy,03-07-1941,United Kingdom (UK),Container Ship,Alshat
okcbyq,04-03-1557,China,Bulk Carrier,Fumalsamakah
zvnnra,30-09-1892,Sweden,Container Ship,Sadalbari
gmcyym,10-08-1906,United States (USA),FSO,Marsic
nmlyru,09-06-1943,Sweden,Crude Oil Tanker,Theemin
jllshi,10-01-1735,United States (USA),Bulk Carrier,Alya
hotknv,05-02-1895,Canada,Container Ship,Alniyat
urfbsf,10-01-1816,Croatia,Container Ship,Alshat
wosaqn,25-06-1872,New Caledonia,Bulk Carrier,Alkarab
hcaefo,24-04-1500,South Africa,Crude Oil Tanker,Rastaban
myvhyz,24-04-1835,Tunisia,LNG Tanker,Minchir
zpuibt,05-10-1919,Panama,Crude Oil Tanker,Nunki
erwgnn,13-10-1988,Japan,Bulk Carrier,Giausar
jxjcjz,25-12-1735,United States (USA),Crude Oil Tanker,Zubenelgenubi
ynhiro,27-05-1743,France,Crude Oil Tanker,Misam
ooykzs,13-05-1575,United States (USA),Container Ship,Grumium
iprlly,24-09-1921,Finland,Bulk Carrier,Mirach
upkfhl,28-02-1931,Fiji,Bulk Carrier,Grumium
cijfgu,29-11-1542,United States (USA),Bulk Carrier,Diphda
fucyxd,06-11-1754,Finland,Container Ship,Alsciaukat
dckauo,03-11-1738,Spain,Container Ship,Peacock
olrjck,14-10-1619,Italy,Container Ship,Canopus
snioaj,02-10-1862,China,Bulk Carrier,Dschubba
oykcay,02-03-1624,Papua New Guinea,Bulk Carrier,Algol
bbdxqt,27-02-1803,Kuwait,Crude Oil Tanker,Sheratan
vcbbso,14-02-1752,Sweden,LNG Tanker,Nunki
vsicqk,17-05-1874,Japan,LNG Tanker,Proxima Centauri
rlfium,31-03-1682,Faeroe Islands,Container Ship,Alshain
alafpc,13-08-1928,Canada,Passenger (Cruise) Ship,Piautos
iquafb,23-04-1882,Philippines,Bulk Carrier,Zosma
ozqwli,19-10-1993,Korea,Bulk Carrier,Betelgeuse
yfahks,07-09-1638,United States (USA),Container Ship,Jabbah
jaihrs,05-06-1624,Australia,Bulk Carrier,Sham
pnqfdj,20-11-1683,Denmark,Crude Oil Tanker,Zaniah
frzyne,23-04-1541,Spain,Container Ship,Haedus
wgsyvd,11-06-1764,Fiji,Bulk Carrier,Muscida
woaqlg,04-12-1817,United States (USA),Container Ship,Heze
ymfxpk,21-03-1965,Turkey,Crude Oil Tanker,Taiyi
lwtppz,20-01-1829,Malaysia,Crude Oil Tanker,Altais
sfezam,11-01-1740,Italy,Bulk Carrier,Musica
nrslfw,30-12-1949,Canada,Bulk Carrier,Minelauva
zxjbcw,25-12-1633,Greece,LNG Tanker,Torcular
vwyeyv,29-04-1987,Nicaragua,Container Ship,Fumalsamakah
csnmkk,01-08-1914,Aruba,Crude Oil Tanker,Alkes
aijbek,18-10-1584,United Kingdom (UK),Container Ship,Barnard’s Star
hchjbw,30-12-1641,Portugal,Crude Oil Tanker,Marsic
qatmve,19-01-1726,Norway,Bulk Carrier,Larawag
oishzn,31-01-1661,Italy,Passenger (Cruise) Ship,Alniyat
casiki,21-03-1612,United States (USA),LNG Tanker,Tejat
ynyhis,08-08-1534,United Kingdom (UK),Bulk Carrier,Sheliak
nliynf,28-08-1887,Faeroe Islands,Container Ship,Alchiba
fkloyo,10-12-1975,Sweden,Crude Oil Tanker,Hatysa
keetev,04-10-1603,Croatia,LNG Tanker,Zhang
eqbmez,14-07-1870,Chile,Crude Oil Tanker,Dziban
qktfew,26-10-1620,Sweden,Crude Oil Tanker,Suhail
cmjbog,06-09-1816,Indonesia,Bulk Carrier,Libertas
aglcth,10-04-1637,Japan,Container Ship,Okab
zayobv,15-06-1658,Japan,Container Ship,Alnilam
ncance,27-11-1937,Japan,Bulk Carrier,Tarazed
srbhcp,07-07-1724,United States (USA),FSO,Titawin
nmnirs,07-12-1509,Fiji,Bulk Carrier,Propus
lbbfti,05-12-1620,United States (USA),Crude Oil Tanker,Alpheratz
yiqrwb,08-07-1969,Iceland,LNG Tanker,Cor Caroli
zxuxlm,24-05-1731,Japan,Container Ship,Zhang
nlbmyw,06-01-1952,Canada,Crude Oil Tanker,Pleione
yiltcg,04-05-1916,United States (USA),Bulk Carrier,Wazn
zvqqac,15-11-1925,Canada,Bulk Carrier,Dalim
apzxan,01-01-2005,Germany,Bulk Carrier,Atik
tjyudl,22-01-1575,United States (USA),LNG Tanker,Kaus Media
gdsiwe,02-09-1696,Haiti,Container Ship,Phact
kmkucw,20-10-1911,Slovenia,LNG Tanker,Alshain
hiyzgp,25-03-1939,Spain,LNG Tanker,Fomalhaut
fzhfrh,02-09-1973,Egypt,Crude Oil Tanker,Sargas
uqpsdk,21-10-1564,Faeroe Islands,Crude Oil Tanker,Alrakis
tcirxp,30-09-1892,Denmark,Container Ship,Alrescha
ecjxtf,05-04-1658,Canada,Container Ship,Enif
ywlhmk,09-02-1907,Australia,Bulk Carrier,Alnilam
wlkxkh,04-06-1612,United Arab Emirates (UAE),Bulk Carrier,Marsic
dfihim,06-09-1779,Iceland,Bulk Carrier,Atik
uqgnwc,12-08-1619,Canada,Bulk Carrier,Acrab
arhndt,27-06-1525,Sweden,Container Ship,Talitha
gdpcur,22-12-1925,Japan,Bulk Carrier,Aldebaran
zdsptk,26-09-1825,Canada,Container Ship,Arneb
ufvfpc,10-01-1915,New Zealand,LNG Tanker,Procyon
wifklf,29-08-1578,Spain,Bulk Carrier,Peacock
yuukrc,12-05-1951,Canada,Container Ship,Iklil
zzevqd,08-01-1885,Norway,LNG Tanker,Sadr
gaxwtq,10-09-1979,Croatia,Container Ship,Tejat
whvvjb,22-06-1509,Tunisia,Crude Oil Tanker,Errai
vfqytm,14-04-1747,United Kingdom (UK),Crude Oil Tanker,Atria
fylvvf,17-08-1915,Sweden,LNG Tanker,Edasich
qzlioq,24-01-1505,United States (USA),Bulk Carrier,Hatysa
iixisf,27-07-1541,Brazil,Crude Oil Tanker,Ankaa
iogygg,20-06-1943,Portugal,Bulk Carrier,Albireo
yciztt,06-11-1983,United Kingdom (UK),Container Ship,Nunki
noqaze,20-03-1653,China,Bulk Carrier,Achernar
zuskua,03-03-1922,United States (USA),Bulk Carrier,Aljanah
oehubs,03-05-1919,Greece,Offshore Support Vessel,Edasich
vrufey,12-08-1756,Germany,Bulk Carrier,Elnath
zkkpoj,24-03-1866,United Kingdom (UK),Bulk Carrier,Kaus Borealis
uwbuwq,14-01-1534,Sweden,Bulk Carrier,Sabik
zvnmjf,14-03-1827,Japan,Bulk Carrier,Kitalpha
xazhzc,06-12-1554,Turkey,Bulk Carrier,Algenib
sfyjop,24-06-1679,Russia,Container Ship,Markab
urfbsf,15-11-1617,United Kingdom (UK),LNG Tanker,Fafnir
pcwtxl,01-04-1654,Japan,Container Ship,Imai
vhsqrv,26-11-1760,Germany,Bulk Carrier,Regulus
thjvsc,30-08-1855,India,Bulk Carrier,Minelauva
lkmkdc,07-03-1788,Greece,Bulk Carrier,Albireo
jibtdb,07-05-1578,Guadeloupe,Passenger (Cruise) Ship,Beid
abjhkv,07-08-1581,Italy,Bulk Carrier,Altais
zxjbcw,05-03-1616,Poland,Crude Oil Tanker,Mirfak
wdpcax,11-04-1572,Norway,Bulk Carrier,Errai
exklwp,31-08-1793,Norway,LNG Tanker,Kochab
vjtaxw,12-12-1954,Australia,Crude Oil Tanker,Cujam
usbyip,24-01-1663,Greece,LNG Tanker,Fafnir
zyulqq,12-03-1511,Turkey,Bulk Carrier,Alpheratz
pmkjdc,10-01-1898,United Arab Emirates (UAE),Crude Oil Tanker,Antares
gtztuf,08-08-1807,Togolese Rep,Bulk Carrier,Atlas
charzo,08-08-1611,United Kingdom (UK),Bulk Carrier,Menkar
eqoomh,04-09-1657,St Vincent & Grenadines,LNG Tanker,Ogma
stfepq,29-03-1927,Japan,Bulk Carrier,Menkar
bjlkvc,12-10-1798,United States (USA),Crude Oil Tanker,Wasat
drabjr,21-03-1877,Portugal,Bulk Carrier,Albaldah
odkshv,25-06-1622,Germany,Bulk Carrier,Scheat
lenmaw,31-05-1961,New Caledonia,Bulk Carrier,Kaus Australis
zmflqt,17-06-1770,Isle of Man,Container Ship,Porrima
pwuwgb,02-04-1751,Russia,Container Ship,Ran
bhpwbg,30-12-1689,United Kingdom (UK),Crude Oil Tanker,Fafnir
onvmvk,27-06-1987,Iran,FSO,Kaus Australis
bhaexm,01-02-1726,United States (USA),Crude Oil Tanker,Eltanin
ousydj,27-06-2008,Japan,Bulk Carrier,Peacock
cjabnf,22-10-1687,Chile,Passenger (Cruise) Ship,Mirfak
yzssgm,22-10-1757,United Kingdom (UK),LNG Tanker,Zibal
aijbek,09-06-1658,Japan,LNG Tanker,Vega
ioalte,09-05-2001,Croatia,Container Ship,Lesath
tbcbov,29-07-1820,Tunisia,Bulk Carrier,Muscida
zjbbwr,14-02-1761,Bahamas,Container Ship,Alsafi
udujsq,17-10-1526,Isle of Man,Crude Oil Tanker,Nembus
yadkup,18-05-1583,Japan,Container Ship,Rasalhague
uwhspf,25-04-1943,United States (USA),Crude Oil Tanker,Merak
xjjlcl,03-06-1949,Canada,Crude Oil Tanker,Cujam
pnvprq,02-06-1898,Sweden,Bulk Carrier,Sheliak
nwyadh,31-08-1740,Australia,Container Ship,Asellus Australis
dnygom,25-01-1929,Sweden,Container Ship,Azha
xgyeay,10-06-1731,Indonesia,Container Ship,Sabik
evuxrt,02-02-1783,Nauru,Bulk Carrier,Alphecca
duwnpz,14-02-1913,Faeroe Islands,Bulk Carrier,Alshat
zwredl,06-05-1605,Iceland,Container Ship,Tianyi
gfufaf,31-03-1934,Norway,Container Ship,Mesarthim
yxcyjb,12-10-1951,Japan,Container Ship,Meissa
kegjon,18-08-1940,Slovenia,Crude Oil Tanker,Rasalas
ggmeew,01-03-1730,Netherlands,Passenger (Cruise) Ship,Muphrid
wmihwv,16-05-1812,United States (USA),Container Ship,Deneb
zbywhk,02-01-1670,United States (USA),Container Ship,Mizar
fkvbsq,13-09-1542,Indonesia,Container Ship,Vega
bgkeya,28-05-1880,Spain,Crude Oil Tanker,Taygeta
pylvpy,30-10-1572,United States (USA),Offshore Support Vessel,Zavijava
ztrozj,21-08-1798,New Zealand,Bulk Carrier,Alula Borealis
qokyhg,23-07-1760,Japan,Bulk Carrier,Homam
nidsup,27-07-1636,Faeroe Islands,Bulk Carrier,Asterope
fptyhg,16-01-1939,Croatia,Bulk Carrier,Sheliak
eugira,09-04-1653,Japan,Crude Oil Tanker,Taiyangshou
qecchn,28-09-1529,United States (USA),Container Ship,Beid
xftuxo,03-03-1886,United States (USA),Container Ship,Almach
wpogcq,06-04-1923,Greece,Crude Oil Tanker,Bharani
htdikt,31-05-1920,Iceland,Passenger (Cruise) Ship,Mothallah
uqgnwc,31-05-1682,Chile,Container Ship,Tegmine
xlovch,15-11-1617,United Kingdom (UK),Container Ship,Aspidiske
svapip,05-02-1828,Sweden,Bulk Carrier,Nashira
svapip,28-12-1847,Italy,LNG Tanker,Asellus Australis
wmikys,05-11-1633,Canada,LNG Tanker,Saiph
tyozlk,28-04-1777,Japan,Container Ship,Taiyangshou
wbyxck,23-05-1549,Spain,Container Ship,Theemin
gqyksv,24-07-1795,Turkey,Offshore Support Vessel,Kraz
pdwouj,18-09-1561,Turkey,Bulk Carrier,Mothallah
dyaqgx,06-04-1601,United States (USA),Bulk Carrier,Aludra
yzssgm,23-10-1639,Greece,Passenger (Cruise) Ship,Tabit
efwdla,06-06-1730,Japan,Container Ship,Ran
zciwug,21-09-1534,United States (USA),Container Ship,Praecipua
yydxom,17-05-1708,India,Bulk Carrier,Taiyi
fqouso,21-08-1798,Croatia,Passenger (Cruise) Ship,Mekbuda
gnijsg,21-06-1922,Iceland,LNG Tanker,Dubhe
dhfnpb,12-08-1911,Norway,Container Ship,Aladfar
isozvn,24-03-1606,Japan,Bulk Carrier,Ankaa
